Time, New Command, Measured EIP, Command EIP, Measured DI, Command DI, Measured EDC, Command EDC, Measured PI, Command PI, Measured LUM, Command LUM, Measured FDS, Command FDS, Measured FDP, Command FDP, Force y, Mx, Force x, M z, M y, Force z
101.12,0,10.045569,10,-0.591364,10,5.056741,5,9.909121,10,30.867715,10,5.009683,5,10.050122,10,0.165007,0.25009,0.211416,0.017725,-0.290052,-0.036095
101.13,0,10.027361,10,-0.591364,10,5.004131,5,10.013728,10,30.875133,10,5.074895,5,10.022251,10,0.16533,0.25009,0.211416,0.017403,-0.290697,-0.036418
101.14,0,10.037165,10,-0.590011,10,4.942237,5,9.985199,10,30.828154,10,5.044618,5,9.972084,10,0.164685,0.251056,0.211738,0.017725,-0.291019,-0.03674
101.15,0,10.030162,10,-0.590011,10,5.031983,5,10.042257,10,30.86277,10,5.091198,5,10.033399,10,0.165007,0.250734,0.21206,0.017725,-0.291664,-0.035773
101.16,0,10.023159,10,-0.584598,10,4.976278,5,9.997878,10,30.823209,10,5.058592,5,9.991593,10,0.16533,0.251379,0.21206,0.017725,-0.291664,-0.036418
101.17,0,10.024559,10,-0.591364,10,5.059835,5,10.061276,10,30.877606,10,4.986393,5,10.038973,10,0.165652,0.251701,0.21335,0.01837,-0.290697,-0.037062
101.18,0,10.018957,10,-0.594071,10,5.001036,5,10.007388,10,30.877606,10,5.077224,5,10.005529,10,0.165007,0.251701,0.21206,0.019015,-0.290375,-0.035451
101.19,0,10.017556,10,-0.595424,10,4.929858,5,9.997878,10,30.842989,10,5.044618,5,9.986019,10,0.165652,0.251701,0.212705,0.018048,-0.290052,-0.035773
101.2,0,10.016155,10,-0.584598,10,5.041267,5,10.051767,10,30.877606,10,5.091198,5,10.036186,10,0.164685,0.251056,0.21206,0.018692,-0.291019,-0.03674
101.21,0,10.016155,10,-0.596777,10,4.988657,5,10.020068,10,30.830626,10,5.056263,5,9.997167,10,0.165974,0.251379,0.212705,0.018048,-0.289408,-0.036418
101.22,0,10.014755,10,-0.590011,10,5.06293,5,9.94716,10,30.877606,10,5.005025,5,9.921917,10,0.165974,0.251701,0.213027,0.01837,-0.28973,-0.035451
101.23,0,9.993745,10,-0.596777,10,5.019604,5,10.029577,10,30.840517,10,5.065579,5,9.999955,10,0.164685,0.252023,0.212383,0.01837,-0.290375,-0.03674
101.24,0,10.010553,10,-0.594071,10,4.988657,5,10.007388,10,30.877606,10,5.042289,5,9.997167,10,0.16533,0.251056,0.212705,0.018048,-0.290375,-0.03674
101.25,0,10.007751,10,-0.585951,10,5.047456,5,10.054937,10,30.894914,10,5.08654,5,10.036186,10,0.165652,0.251379,0.212705,0.018692,-0.290052,-0.03674
101.26,1,10.003549,5,-0.595424,5,4.982468,10,10.010558,10,30.845462,10,5.03996,5,9.991593,10,0.166297,0.252023,0.21206,0.017403,-0.290697,-0.03674
101.27,0,10.007751,5,-0.592718,5,5.06293,10,9.9535,10,30.889969,10,5.088869,5,9.933065,10,0.166297,0.251701,0.21206,0.01837,-0.290697,-0.035451
101.28,0,9.98394,5,-0.580538,5,5.066025,10,10.026408,10,30.855352,10,5.056263,5,10.002742,10,0.164685,0.252023,0.213672,0.017403,-0.291986,-0.036095
101.29,0,9.730419,5,-0.594071,5,5.8397,10,9.972519,10,30.781174,10,5.030644,5,9.974871,10,0.166297,0.251056,0.21206,0.01837,-0.290697,-0.03674
101.3,0,9.188359,5,-0.590011,5,6.997119,10,9.915461,10,30.820736,10,5.070237,5,10.022251,10,0.16533,0.250734,0.212705,0.01837,-0.291341,-0.037062
101.31,0,8.426395,5,-0.592718,5,7.705806,10,9.94399,10,30.79601,10,5.035302,5,9.980445,10,0.165974,0.252346,0.211738,0.016759,-0.291341,-0.036418
101.32,0,7.805899,5,-0.592718,5,8.033845,10,10.001048,10,30.850407,10,4.986393,5,10.036186,10,0.166619,0.251379,0.211094,0.017725,-0.290697,-0.036095
101.33,0,7.206414,5,-0.585951,5,8.299989,10,9.994708,10,30.86277,10,5.051605,5,9.991593,10,0.165974,0.251701,0.213027,0.017725,-0.290697,-0.035773
101.34,0,6.854846,5,-0.595424,5,8.464008,10,10.058107,10,30.847935,10,5.044618,5,10.04176,10,0.166297,0.25299,0.21206,0.018048,-0.291019,-0.037384
101.35,0,6.562107,5,-0.588658,5,8.535187,10,10.096145,10,30.880078,10,5.088869,5,9.997167,10,0.166619,0.253312,0.212383,0.017403,-0.291341,-0.036095
101.36,0,6.360411,5,-0.594071,5,8.816805,10,10.032747,10,30.842989,10,5.049276,5,10.027825,10,0.167586,0.253957,0.21335,0.016759,-0.291986,-0.03674
101.37,0,6.134904,5,-0.591364,5,9.120086,10,9.921801,10,30.892441,10,4.984064,5,10.002742,10,0.167586,0.253957,0.212383,0.017725,-0.292953,-0.038029
101.38,0,5.934609,5,-0.590011,5,9.293389,10,10.039087,10,30.840517,10,5.06325,5,10.016677,10,0.16823,0.253957,0.21335,0.017403,-0.291664,-0.038674
101.39,0,5.751122,5,-0.594071,5,9.43884,10,10.007388,10,30.880078,10,5.037631,5,9.977658,10,0.168553,0.254924,0.212383,0.018048,-0.292953,-0.03964
101.4,0,5.563432,5,-0.594071,5,9.503829,10,10.061276,10,30.907277,10,5.091198,5,10.044547,10,0.167908,0.255891,0.21335,0.017725,-0.291986,-0.040285
101.41,0,5.400955,5,-0.587305,5,9.64928,10,10.007388,10,30.85288,10,5.03996,5,9.991593,10,0.16823,0.256213,0.214316,0.017725,-0.293275,-0.04093
101.42,0,5.2847,5,-0.59813,5,9.766879,10,10.077126,10,30.902332,10,5.005025,5,10.019464,10,0.168875,0.256535,0.214316,0.017403,-0.293275,-0.041252
101.43,0,5.253885,5,-0.591364,5,9.689511,10,10.023238,10,30.875133,10,5.06325,5,10.04176,10,0.169197,0.255891,0.215283,0.017725,-0.294886,-0.041252
101.44,0,5.255286,5,-0.592718,5,9.633807,10,10.004218,10,30.904804,10,5.046947,5,9.997167,10,0.16823,0.257824,0.215283,0.017403,-0.295531,-0.042219
101.45,0,5.279097,5,-0.592718,5,9.732837,10,10.054937,10,30.828154,10,5.088869,5,10.050122,10,0.168553,0.256535,0.215283,0.018048,-0.294886,-0.042219
101.46,0,5.273495,5,-0.595424,5,9.862815,10,9.994708,10,30.860298,10,5.044618,5,9.997167,10,0.169519,0.256535,0.214639,0.017725,-0.294564,-0.041252
101.47,0,5.228673,5,-0.594071,5,9.933993,10,10.064446,10,30.899859,10,5.000367,5,10.044547,10,0.170164,0.255891,0.215283,0.018692,-0.294564,-0.041896
101.48,0,5.160041,5,-0.596777,5,9.85972,10,10.013728,10,30.86277,10,5.053934,5,10.01389,10,0.170164,0.256213,0.215283,0.018692,-0.294242,-0.041574
101.49,0,5.123624,5,-0.596777,5,9.816394,10,10.001048,10,30.902332,10,5.051605,5,9.991593,10,0.169842,0.258147,0.215283,0.019015,-0.293275,-0.041574
101.5,0,5.083004,5,-0.594071,5,9.909235,10,10.045427,10,30.904804,10,5.088869,5,10.036186,10,0.169842,0.257824,0.215283,0.019015,-0.294242,-0.043186
101.51,0,5.061994,5,-0.591364,5,9.952561,10,10.013728,10,30.855352,10,5.046947,5,9.988806,10,0.169519,0.257502,0.21625,0.018692,-0.294886,-0.042541
101.52,0,5.083004,5,-0.594071,5,9.85972,10,9.92814,10,30.90975,10,4.99338,5,10.055696,10,0.169842,0.257824,0.21625,0.019015,-0.293597,-0.042219
101.53,0,5.087206,5,-0.594071,5,9.983508,10,10.020068,10,30.860298,10,5.067908,5,10.008316,10,0.170486,0.258147,0.217217,0.019337,-0.29392,-0.041896
101.54,0,5.061994,5,-0.595424,5,9.924709,10,10.001048,10,30.894914,10,5.056263,5,9.997167,10,0.170486,0.258469,0.21625,0.018048,-0.294242,-0.04093
101.55,0,5.05359,5,-0.594071,5,9.995887,10,10.045427,10,30.91964,10,5.08654,5,10.036186,10,0.170164,0.258469,0.217217,0.018692,-0.293597,-0.042219
101.56,0,5.024176,5,-0.595424,5,9.933993,10,10.001048,10,30.86277,10,5.058592,5,10.008316,10,0.169842,0.258469,0.215928,0.019015,-0.294886,-0.040285
101.57,0,5.012971,5,-0.590011,5,10.020645,10,10.067616,10,30.917167,10,4.991051,5,9.933065,10,0.170486,0.258147,0.216572,0.019015,-0.294886,-0.042219
101.58,0,4.997564,5,-0.59813,5,10.076349,10,10.020068,10,30.857825,10,5.06325,5,10.005529,10,0.171131,0.258147,0.21625,0.019015,-0.294564,-0.041896
101.59,0,5.01157,5,-0.595424,5,9.998982,10,10.007388,10,30.897387,10,5.046947,5,9.980445,10,0.170486,0.258469,0.216572,0.018692,-0.294242,-0.042863
101.6,0,5.018574,5,-0.590011,5,10.063971,10,10.058107,10,30.914695,10,5.081882,5,10.027825,10,0.170164,0.258469,0.21625,0.019015,-0.29392,-0.042219
101.61,0,5.022776,5,-0.596777,5,10.008266,10,10.007388,10,30.865243,10,5.053934,5,9.99438,10,0.170808,0.258147,0.214961,0.017725,-0.29392,-0.043186
101.62,0,5.015772,5,-0.588658,5,9.943277,10,10.054937,10,30.904804,10,4.995709,5,9.91913,10,0.170808,0.258791,0.21625,0.018692,-0.294886,-0.042863
101.63,0,5.005968,5,-0.595424,5,9.983508,10,10.029577,10,30.885024,10,5.060921,5,9.997167,10,0.170808,0.258147,0.21625,0.018048,-0.295209,-0.042863
101.64,0,4.996163,5,-0.59813,5,9.881383,10,10.004218,10,30.880078,10,5.056263,5,9.980445,10,0.169519,0.258469,0.216572,0.01837,-0.296176,-0.043186
101.65,0,4.96815,5,-0.588658,5,10.008266,10,10.045427,10,30.894914,10,5.08654,5,10.033399,10,0.169842,0.258791,0.215928,0.018048,-0.295531,-0.041574
101.66,0,4.979355,5,-0.600837,5,9.949467,10,9.991539,10,30.912222,10,5.046947,5,9.983232,10,0.170164,0.258147,0.216572,0.017725,-0.295531,-0.042541
101.67,0,5.004567,5,-0.591364,5,10.026834,10,10.058107,10,30.840517,10,4.998038,5,10.038973,10,0.170808,0.258147,0.215606,0.018048,-0.295531,-0.043186
101.68,0,4.99056,5,-0.590011,5,9.961845,10,10.013728,10,30.880078,10,5.056263,5,10.011103,10,0.169519,0.258791,0.215606,0.018692,-0.295209,-0.043508
101.69,0,5.000365,5,-0.59813,5,10.029929,10,10.010558,10,30.8059,10,5.046947,5,9.974871,10,0.169842,0.258147,0.214961,0.017081,-0.295209,-0.043186
101.7,0,5.01017,5,-0.592718,5,9.946372,10,10.045427,10,30.892441,10,5.074895,5,10.027825,10,0.170164,0.259113,0.21625,0.017725,-0.294886,-0.043186
101.71,0,5.004567,5,-0.591364,5,10.002077,10,9.994708,10,30.855352,10,5.051605,5,10.002742,10,0.170486,0.258791,0.21625,0.01837,-0.295209,-0.042219
101.72,0,5.008769,5,-0.595424,5,9.930898,10,9.905951,10,30.914695,10,4.984064,5,9.91913,10,0.169519,0.25718,0.215606,0.017725,-0.294564,-0.042541
101.73,0,4.994762,5,-0.592718,5,10.014455,10,10.007388,10,30.912222,10,5.060921,5,9.99438,10,0.170164,0.258791,0.215606,0.018048,-0.295531,-0.042541
101.74,0,4.98916,5,-0.591364,5,10.091823,10,9.988369,10,30.847935,10,5.053934,5,10.011103,10,0.170164,0.257824,0.215606,0.019015,-0.294886,-0.042541
101.75,0,4.997564,5,-0.592718,5,10.005171,10,10.029577,10,30.902332,10,5.088869,5,10.016677,10,0.169842,0.258469,0.21625,0.018048,-0.295853,-0.042219
101.76,0,4.991961,5,-0.59813,5,10.042308,10,9.985199,10,30.85288,10,5.065579,5,9.972084,10,0.170164,0.258469,0.215606,0.01837,-0.295209,-0.042863
101.77,0,4.991961,5,-0.594071,5,9.986603,10,9.893271,10,30.912222,10,5.042289,5,10.036186,10,0.170164,0.258469,0.214961,0.018692,-0.294564,-0.043186
101.78,0,4.991961,5,-0.592718,5,10.048497,10,9.994708,10,30.912222,10,5.06325,5,10.002742,10,0.170164,0.258147,0.214961,0.018048,-0.295209,-0.043186
101.79,0,4.997564,5,-0.596777,5,9.995887,10,9.978859,10,30.847935,10,5.03996,5,9.958149,10,0.169197,0.257824,0.214961,0.01837,-0.296176,-0.041574
101.8,0,4.993362,5,-0.594071,5,10.057781,10,10.026408,10,30.904804,10,5.074895,5,10.022251,10,0.170164,0.258469,0.216572,0.018048,-0.294242,-0.042863
101.81,0,5.004567,5,-0.596777,5,10.005171,10,9.982029,10,30.870188,10,5.060921,5,9.983232,10,0.170486,0.258147,0.214639,0.018048,-0.294242,-0.042219
101.82,0,4.994762,5,-0.592718,5,10.079444,10,9.905951,10,30.90975,10,5.012012,5,10.011103,10,0.170808,0.257824,0.215928,0.019337,-0.294242,-0.042541
101.83,0,4.994762,5,-0.595424,5,10.008266,10,9.994708,10,30.912222,10,5.067908,5,9.997167,10,0.169519,0.258147,0.215928,0.01837,-0.295531,-0.042541
101.84,0,4.994762,5,-0.585951,5,9.983508,10,9.978859,10,30.875133,10,5.046947,5,9.963723,10,0.170808,0.259758,0.217539,0.019015,-0.294564,-0.041574
101.85,0,4.993362,5,-0.595424,5,10.039213,10,10.023238,10,30.907277,10,5.084211,5,10.01389,10,0.170164,0.259436,0.215928,0.019659,-0.29392,-0.041896
101.86,0,4.991961,5,-0.595424,5,9.96494,10,9.966179,10,30.86277,10,5.051605,5,9.991593,10,0.170808,0.258791,0.21625,0.019015,-0.295531,-0.041574
101.87,0,4.993362,5,-0.595424,5,10.051592,10,10.032747,10,30.91964,10,5.002696,5,9.913556,10,0.168875,0.259113,0.215928,0.018692,-0.293597,-0.041896
101.88,0,4.997564,5,-0.594071,5,9.989698,10,9.985199,10,30.907277,10,5.060921,5,9.99438,10,0.171131,0.258791,0.215606,0.019337,-0.294564,-0.042863
101.89,0,4.994762,5,-0.594071,5,9.91852,10,9.975689,10,30.875133,10,5.03996,5,9.988806,10,0.17242,0.258147,0.216572,0.019015,-0.294242,-0.042541
101.9,0,4.991961,5,-0.595424,5,10.02374,10,10.020068,10,30.912222,10,5.079553,5,10.025038,10,0.171131,0.259436,0.216572,0.01837,-0.295209,-0.042219
101.91,0,4.993362,5,-0.595424,5,9.955656,10,9.978859,10,30.85288,10,5.049276,5,9.99438,10,0.171131,0.259113,0.216572,0.019015,-0.294564,-0.042863
101.92,0,4.996163,5,-0.594071,5,10.039213,10,10.045427,10,30.912222,10,5.077224,5,9.983232,10,0.170486,0.260403,0.21625,0.01837,-0.294886,-0.043186
101.93,0,4.98916,5,-0.59813,5,9.980414,10,9.994708,10,30.90975,10,5.058592,5,9.99438,10,0.170486,0.258791,0.216895,0.019015,-0.295531,-0.041896
101.94,0,4.994762,5,-0.600837,5,10.042308,10,9.972519,10,30.872661,10,5.028315,5,9.941426,10,0.171131,0.259113,0.215928,0.01837,-0.295531,-0.042219
101.95,0,4.993362,5,-0.590011,5,10.011361,10,10.016898,10,30.912222,10,5.077224,5,10.008316,10,0.171131,0.258791,0.215606,0.018048,-0.295531,-0.043508
101.96,0,4.99056,5,-0.59813,5,9.937088,10,9.982029,10,30.867715,10,5.049276,5,9.974871,10,0.170486,0.259113,0.215606,0.018048,-0.295209,-0.042541
101.97,0,4.991961,5,-0.599484,5,10.029929,10,10.023238,10,30.917167,10,4.991051,5,10.027825,10,0.170486,0.259436,0.216572,0.018692,-0.29392,-0.043186
101.98,0,4.99056,5,-0.592718,5,10.014455,10,9.982029,10,30.885024,10,5.060921,5,9.991593,10,0.170808,0.257502,0.215606,0.018692,-0.294886,-0.043186
101.99,0,4.99056,5,-0.595424,5,10.02374,10,9.975689,10,30.912222,10,5.049276,5,9.963723,10,0.169842,0.259113,0.215928,0.017725,-0.295531,-0.043508
102,0,4.991961,5,-0.590011,5,9.968035,10,10.013728,10,30.929531,10,5.08654,5,10.008316,10,0.170486,0.259113,0.215283,0.017403,-0.295209,-0.043508
102.01,0,4.98916,5,-0.600837,5,9.989698,10,9.994708,10,30.877606,10,5.058592,5,9.972084,10,0.169519,0.257502,0.214961,0.017725,-0.295531,-0.042541
102.02,0,4.987759,5,-0.588658,5,9.924709,10,9.918631,10,30.91964,10,4.99338,5,10.033399,10,0.170164,0.258469,0.215928,0.016759,-0.295209,-0.04383
102.03,0,4.986358,5,-0.592718,5,9.995887,10,9.988369,10,30.877606,10,5.06325,5,9.983232,10,0.169842,0.258469,0.215283,0.01837,-0.295209,-0.043508
102.04,0,4.993362,5,-0.596777,5,9.983508,10,9.982029,10,30.914695,10,5.042289,5,9.949787,10,0.170164,0.257502,0.215606,0.017725,-0.295531,-0.041574
102.05,0,4.991961,5,-0.590011,5,10.026834,10,10.026408,10,30.914695,10,5.084211,5,10.011103,10,0.170808,0.257824,0.215283,0.017725,-0.295531,-0.042541
102.06,0,4.996163,5,-0.594071,5,9.983508,10,9.978859,10,30.870188,10,5.049276,5,9.980445,10,0.171131,0.258147,0.214639,0.01837,-0.294886,-0.042541
102.07,0,4.987759,5,-0.594071,5,10.057781,10,9.915461,10,30.91964,10,5.000367,5,9.910769,10,0.169519,0.258147,0.215606,0.017081,-0.295209,-0.04383
102.08,0,4.986358,5,-0.595424,5,10.008266,10,9.982029,10,30.877606,10,5.065579,5,10.008316,10,0.170164,0.257824,0.215928,0.017725,-0.294564,-0.041896
102.09,0,4.984958,5,-0.596777,5,9.921614,10,9.972519,10,30.90975,10,5.03996,5,9.991593,10,0.170808,0.258147,0.21625,0.018048,-0.294886,-0.042863
102.1,0,4.98916,5,-0.592718,5,10.029929,10,10.016898,10,30.899859,10,5.08654,5,10.036186,10,0.169519,0.257824,0.215928,0.019015,-0.294886,-0.042541
102.11,0,5.000365,5,-0.596777,5,9.980414,10,9.966179,10,30.899859,10,5.046947,5,9.99438,10,0.170486,0.257502,0.215928,0.01837,-0.294886,-0.042219
102.12,0,4.991961,5,-0.595424,5,10.048497,10,10.032747,10,30.85288,10,4.981735,5,10.058483,10,0.170164,0.258469,0.216572,0.01837,-0.295531,-0.042863
102.13,0,4.998964,5,-0.59813,5,9.977319,10,9.982029,10,30.892441,10,5.06325,5,9.991593,10,0.170164,0.257824,0.21625,0.018048,-0.295209,-0.041896
102.14,0,4.99056,5,-0.595424,5,10.029929,10,9.969349,10,30.835572,10,5.03996,5,10.058483,10,0.170486,0.258791,0.21625,0.018692,-0.294242,-0.042863
102.15,0,4.991961,5,-0.590011,5,10.01755,10,10.016898,10,30.899859,10,5.088869,5,10.033399,10,0.169842,0.258469,0.215928,0.019015,-0.294886,-0.041896
102.16,0,5.000365,5,-0.594071,5,9.955656,10,9.972519,10,30.90975,10,5.051605,5,9.983232,10,0.170808,0.258147,0.216572,0.018692,-0.294564,-0.041574
102.17,0,4.997564,5,-0.595424,5,10.042308,10,10.045427,10,30.85288,10,5.058592,5,10.052909,10,0.170164,0.259436,0.21625,0.018048,-0.294886,-0.043508
102.18,0,4.994762,5,-0.590011,5,9.977319,10,9.994708,10,30.894914,10,5.058592,5,10.008316,10,0.171131,0.259113,0.216895,0.019337,-0.293597,-0.041896
102.19,0,5.003166,5,-0.595424,5,9.937088,10,9.982029,10,30.85288,10,5.037631,5,9.930278,10,0.170486,0.258147,0.21625,0.018692,-0.29392,-0.042219
102.2,0,4.997564,5,-0.595424,5,10.02374,10,10.026408,10,30.887496,10,5.081882,5,10.036186,10,0.170164,0.259113,0.215606,0.01837,-0.29392,-0.042219
102.21,0,4.991961,5,-0.594071,5,9.961845,10,9.982029,10,30.860298,10,5.03996,5,10.01389,10,0.171131,0.259436,0.215283,0.017725,-0.294886,-0.042219
102.22,0,4.997564,5,-0.594071,5,10.042308,10,10.054937,10,30.904804,10,5.005025,5,9.935852,10,0.170486,0.258147,0.217217,0.018692,-0.294886,-0.042863
102.23,0,4.991961,5,-0.60219,5,10.005171,10,9.994708,10,30.907277,10,5.070237,5,10.016677,10,0.170808,0.259113,0.21625,0.018048,-0.295531,-0.041574
102.24,0,4.997564,5,-0.591364,5,9.937088,10,10.010558,10,30.870188,10,5.053934,5,9.991593,10,0.169842,0.258469,0.21625,0.01837,-0.295209,-0.042219
102.25,0,4.994762,5,-0.592718,5,10.02374,10,10.042257,10,30.907277,10,5.084211,5,10.033399,10,0.170486,0.259113,0.21625,0.01837,-0.295531,-0.042541
102.26,1,4.991961,10,-0.595424,5,9.974224,10,9.988369,10,30.850407,10,5.044618,5,10.01389,10,0.171131,0.259113,0.216572,0.018692,-0.295853,-0.043186
102.27,0,5.000365,10,-0.591364,5,10.057781,10,10.048597,10,30.907277,10,4.991051,5,9.947,10,0.170164,0.258469,0.215606,0.018048,-0.295853,-0.043508
102.28,0,5.004567,10,-0.585951,5,10.01755,10,10.013728,10,30.914695,10,5.060921,5,10.022251,10,0.170164,0.258469,0.215283,0.018048,-0.295531,-0.042219
102.29,0,5.088607,10,-0.594071,5,9.943277,10,9.985199,10,30.865243,10,5.053934,5,10.01389,10,0.171131,0.259436,0.21625,0.017725,-0.295531,-0.042863
102.3,0,5.72731,10,-0.594071,5,10.011361,10,9.855233,10,30.763866,10,4.953787,5,9.924704,10,0.169842,0.258147,0.215928,0.01837,-0.295531,-0.042219
102.31,0,6.696571,10,-0.595424,5,9.91233,10,9.92497,10,30.788592,10,5.018999,5,9.986019,10,0.170808,0.258791,0.214961,0.017725,-0.295209,-0.042219
102.32,0,7.329672,10,-0.592718,5,10.008266,10,9.905951,10,30.677325,10,5.005025,5,9.935852,10,0.169519,0.256857,0.215283,0.017725,-0.295531,-0.041574
102.33,0,7.926357,10,-0.590011,5,10.057781,10,9.94082,10,30.749031,10,4.967761,5,9.974871,10,0.168553,0.255891,0.215283,0.017403,-0.294242,-0.038351
102.34,0,8.448806,10,-0.603543,5,10.005171,10,10.001048,10,30.687216,10,4.9468,5,9.921917,10,0.167908,0.254601,0.213672,0.017081,-0.294242,-0.037707
102.35,0,8.776563,10,-0.594071,5,10.051592,10,9.886932,10,30.756448,10,4.872272,5,9.988806,10,0.16823,0.253312,0.213672,0.018048,-0.292308,-0.035129
102.36,0,8.91803,10,-0.596777,5,9.96494,10,9.985199,10,30.736668,10,4.925839,5,10.019464,10,0.166297,0.253312,0.213027,0.017081,-0.291986,-0.035129
102.37,0,8.986663,10,-0.599484,5,9.91852,10,10.054937,10,30.778702,10,4.914194,5,10.072418,10,0.167908,0.254279,0.212705,0.018048,-0.292308,-0.035129
102.38,0,8.933437,10,-0.592718,5,9.983508,10,10.013728,10,30.788592,10,4.935155,5,10.08914,10,0.166941,0.253635,0.212383,0.017403,-0.291986,-0.035451
102.39,0,9.013276,10,-0.59813,5,9.952561,10,9.985199,10,30.734195,10,4.918852,5,10.052909,10,0.167263,0.253957,0.21335,0.01837,-0.291341,-0.035129
102.4,0,9.130932,10,-0.595424,5,10.008266,10,10.042257,10,30.753976,10,4.951458,5,10.036186,10,0.166297,0.254279,0.211738,0.018048,-0.291986,-0.034162
102.41,0,9.2738,10,-0.596777,5,10.054687,10,9.966179,10,30.72925,10,4.907207,5,10.033399,10,0.166941,0.253312,0.211094,0.018048,-0.291019,-0.033839
102.42,0,9.542729,10,-0.587305,5,10.116581,10,9.871082,10,30.763866,10,4.835008,5,9.980445,10,0.167586,0.254279,0.211416,0.018692,-0.291019,-0.033195
102.43,0,9.715011,10,-0.594071,5,10.135149,10,9.969349,10,30.721832,10,4.902549,5,10.022251,10,0.166941,0.253312,0.211738,0.01837,-0.291019,-0.033195
102.44,0,9.832667,10,-0.599484,5,10.063971,10,9.9535,10,30.761394,10,4.897891,5,9.997167,10,0.166619,0.253312,0.211416,0.01837,-0.290052,-0.031583
102.45,0,9.820061,10,-0.594071,5,10.113486,10,9.994708,10,30.778702,10,4.921181,5,10.050122,10,0.166297,0.253957,0.211738,0.01837,-0.290697,-0.031583
102.46,0,9.758432,10,-0.59813,5,10.051592,10,9.95033,10,30.724305,10,4.895562,5,9.99438,10,0.167263,0.252346,0.211416,0.018048,-0.290052,-0.031583
102.47,0,9.730419,10,-0.596777,5,9.968035,10,10.026408,10,30.781174,10,4.846653,5,10.044547,10,0.166619,0.253635,0.211416,0.019659,-0.289408,-0.03255
102.48,0,9.729018,10,-0.596777,5,10.026834,10,9.966179,10,30.783647,10,4.909536,5,10.01389,10,0.167263,0.254279,0.211738,0.01837,-0.289408,-0.031261
102.49,0,9.73322,10,-0.596777,5,10.008266,10,9.9535,10,30.73914,10,4.897891,5,10.002742,10,0.167263,0.253312,0.211094,0.019015,-0.28973,-0.031906
102.5,0,9.810257,10,-0.592718,5,10.057781,10,10.004218,10,30.776229,10,4.930497,5,10.050122,10,0.166619,0.254279,0.21206,0.018692,-0.289408,-0.031906
102.51,0,9.936317,10,-0.595424,5,9.992792,10,9.963009,10,30.714414,10,4.890904,5,10.008316,10,0.167586,0.254601,0.211094,0.01837,-0.289408,-0.03255
102.52,0,10.044169,10,-0.603543,5,9.915425,10,10.032747,10,30.773757,10,4.844324,5,9.907982,10,0.166619,0.253635,0.21206,0.01837,-0.28973,-0.031583
102.53,0,9.961529,10,-0.592718,5,10.002077,10,10.042257,10,30.781174,10,4.904878,5,9.999955,10,0.167586,0.25299,0.212383,0.017725,-0.290052,-0.031261
102.54,0,9.94192,10,-0.587305,5,9.946372,10,10.010558,10,30.716887,10,4.897891,5,9.974871,10,0.167908,0.253957,0.211738,0.019015,-0.290052,-0.03255
102.55,0,9.916708,10,-0.592718,5,10.011361,10,10.051767,10,30.768811,10,4.92351,5,10.022251,10,0.166941,0.254601,0.211738,0.019015,-0.28973,-0.032228
102.56,0,9.9013,10,-0.595424,5,9.943277,10,10.004218,10,30.788592,10,4.897891,5,9.986019,10,0.167586,0.254279,0.211416,0.018048,-0.290052,-0.031906
102.57,0,9.897098,10,-0.592718,5,10.026834,10,9.94082,10,30.704524,10,4.816376,5,10.019464,10,0.167586,0.253957,0.210771,0.017403,-0.289408,-0.032228
102.58,0,9.876088,10,-0.594071,5,9.986603,10,10.013728,10,30.758921,10,4.902549,5,10.005529,10,0.16823,0.254279,0.210771,0.01837,-0.28973,-0.032228
102.59,0,9.881691,10,-0.590011,5,9.881383,10,10.001048,10,30.798483,10,4.881588,5,9.983232,10,0.167908,0.254279,0.210127,0.018692,-0.290052,-0.031906
102.6,0,9.87889,10,-0.594071,5,10.002077,10,10.039087,10,30.813318,10,4.916523,5,10.033399,10,0.167263,0.253957,0.210771,0.017725,-0.289408,-0.03255
102.61,0,9.940519,10,-0.595424,5,9.958751,10,9.988369,10,30.749031,10,4.893233,5,9.988806,10,0.166619,0.253957,0.211094,0.016759,-0.28973,-0.031583
102.62,0,9.94192,10,-0.585951,5,10.029929,10,10.051767,10,30.808373,10,4.832679,5,9.916343,10,0.166941,0.25299,0.210771,0.01837,-0.290375,-0.032228
102.63,0,9.939118,10,-0.595424,5,10.051592,10,10.001048,10,30.766339,10,4.902549,5,10.011103,10,0.166297,0.253312,0.210127,0.018048,-0.290052,-0.031906
102.64,0,9.944721,10,-0.595424,5,10.005171,10,9.972519,10,30.692161,10,4.879259,5,9.96651,10,0.167263,0.25299,0.209805,0.017725,-0.290052,-0.031906
102.65,0,9.951724,10,-0.587305,5,10.054687,10,10.026408,10,30.773757,10,4.916523,5,10.01389,10,0.166941,0.252668,0.209805,0.016759,-0.290697,-0.032873
102.66,0,10.031563,10,-0.596777,5,9.998982,10,9.991539,10,30.788592,10,4.893233,5,9.99438,10,0.167586,0.252346,0.210771,0.017403,-0.290697,-0.031906
102.67,0,10.191239,10,-0.592718,5,9.909235,10,9.890101,10,30.736668,10,4.828021,5,9.905195,10,0.166619,0.252346,0.209482,0.017403,-0.288763,-0.030939
102.68,0,10.12961,10,-0.59813,5,9.992792,10,9.994708,10,30.766339,10,4.893233,5,9.988806,10,0.166619,0.25299,0.209482,0.016436,-0.28973,-0.031583
